,_id,_keywords,generic_name_en,product_name,categories,categories_hierarchy,brands,quantity,ingredients_original_tags,ingredients_text_en,countries,stores,manufacturing_places,origin,origin_en,cocoa_100g,cocoa_unit,cocoa-minimum_100g,cocoa-minimum_unit,carbohydrates_100g,carbohydrates_unit,energy-kcal_100g,energy-kcal_unit,energy_100g,energy_unit,fat_100g,fat_unit,fiber_100g,fiber_unit,fruits-vegetables-nuts-estimate-from-ingredients_100g,nova-group_100g,nutrition-score-fr_100g,proteins_100g,proteins_unit,salt_100g,salt_unit,saturated-fat_100g,saturated-fat_unit,sodium_100g,sodium_unit,sugars_100g,sugars_unit,energy-kj_100g,energy-kj_unit
1218,7622210007469,"['26', 'alpenmilchschokolade', 'and', 'belegt', 'biscuit', 'biscuit-with-a-chocolate-bar-covering', 'cake', 'chocolate', 'cocoa', 'cracker', 'der', 'eu', 'hergestellt', 'in', 'it', 'keksen', 'life', 'lu', 'milk', 'milka', 'mit', 'mondelez', 'product', 'snack', 'sweet']",,Lu,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Cocoa and its products, Biscuits, Chocolates, Chocolate biscuits, Milk chocolates, Milk chocolate biscuits, en:biscuit-with-a-chocolate-bar-covering","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:cocoa-and-its-products', 'en:biscuits', 'en:chocolates', 'en:chocolate-biscuits', 'en:milk-chocolates', 'en:milk-chocolate-biscuits', 'en:biscuit-with-a-chocolate-bar-covering']","LU, Milka, Mondelez",87g,"['en:sugar', 'en:wheat-flour', 'en:cocoa-butter', 'en:skimmed-milk-powder', 'en:cocoa-paste', 'en:sweet-whey-powder', 'en:butterfat', 'en:palm-oil', 'en:butter', 'en:emulsifier', 'en:glucose-syrup', 'en:whole-milk-powder', 'en:salt', 'en:flavouring', 'en:raising-agent', 'en:barley-malt-extract', 'en:wheat-starch', 'en:yeast-extract', 'en:cocoa', 'en:milk', 'en:soya-lecithin', 'en:e476', 'en:e450i', 'en:e500ii', 'en:e503ii', 'de:mindestens-in-der-alpenmilch-schokolade']","sugar, wheat flour, cocoa butter, skimmed milk powder, cocoa mass, sweet whey powder (from milk), butter fat, palm oil, butter, emulsifiers (soy lecithin, e476), glucose syrup, whole milk powder, table salt, flavors, raising agents (disodium diphosphate, sodium bicarbonate, ammonium hydrogen carbonate), barley malt extract, wheat starch, yeast extract, cocoa: 30% at least in alpine milk","Deutschland, en:at",Kaufland,Deutschland,,,30.0,g,,,63.0,g,512.0,kcal,2145.0,kJ,26.0,g,1.9,g,0.0,4.0,32.0,6.2,g,0.52,g,15.0,g,0.208,g,49.0,g,2145.0,kJ
1219,7622210137234,"['and', 'biscuit', 'cake', 'chocolate', 'cocoa', 'cookie', 'cracker', 'creme', 'double', 'filled', 'life', 'oreo', 'sandwich', 'snack', 'sweet']",,Oreo Double Creme,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Filled biscuits, Chocolate sandwich cookies","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:filled-biscuits', 'en:chocolate-sandwich-cookies']",Oreo,12pcs,"['en:sugar', 'en:wheat-flour', 'en:palm-oil', 'en:wheat-starch', 'en:rapeseed-oil', 'en:fat-reduced-cocoa-powder', 'en:glucose-fructose-syrup', 'en:raising-agent', 'en:salt', 'en:emulsifier', 'en:acidity-regulator', 'en:flavouring', 'en:e503', 'en:e501', 'en:e500', 'en:soya-lecithin', 'en:e524']","sugar, blé flour, palm oil, rapeseed oil, ble starch, lean cocoa powder 3,5%, glucose syrup - fructose, upright powder (potassium carbonates, ammonium carbonates, sodium carbonates), salt, emulsifiers (soja lecithin, sunflower lecithin),","en:france, en:germany",,,,,,,,,68.0,g,494.0,kcal,2079.0,kj,22.0,g,2.3,g,4.74166666666667,4.0,27.0,4.2,g,0.57,g,7.2,g,0.228,g,43.0,g,2079.0,kj
1220,7622210154125,"['and', 'bar', 'cadbury', 'candie', 'chocolate', 'cocoa', 'cocoa-life', 'confectionerie', 'covered', 'daim120g', 'dairy', 'it', 'milk', 'product', 'snack', 'sweet', 'vegetarian', 'with']",,Cadbury dairy milk daim120g,"en:Snacks,en:Sweet snacks,en:Cocoa and its products,en:Confectioneries,en:Bars,en:Chocolate candies,en:Bars covered with chocolate","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:bars', 'en:chocolate-candies', 'en:bars-covered-with-chocolate']",Cadbury,120g,"['en:milk', 'en:sugar', 'en:cocoa-butter', 'en:cocoa-paste', 'en:almond', 'en:sweetened-condensed-skimmed-milk', 'en:emulsifier', 'en:salt', 'en:whey-powder', 'en:skimmed-milk-powder', 'en:milkfat', 'en:whey-permeate-powder', 'en:flavouring']","milk, sugar, cocoa butter, cocoa mass, blanched almonds, sweetened condensed skimmed milk, emulsifiers, salt, whey powder, skimmed milk powder, milk fat, whey permeate powder, flavourings","France, Ireland, Pakistan, United States, en:united-kingdom",Tesco,,,,,,,,56.7,g,537.0,kcal,2250.0,kcal,30.7,g,1.67,g,2.88461538461539,4.0,33.0,6.33,g,0.425,g,17.0,g,0.17,g,56.7,g,,
1221,7622210194046,"['100', 'and', 'biscuiși', 'chocolate', 'ciocolată', 'cocoa', 'confectionerie', 'cu', 'filled', 'it', 'lapte', 'milk', 'milka', 'oreo', 'product', 'snack', 'sweet', 'și']",,M Oreo 100,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates, Filled chocolates, Filled milk chocolates, en:confectioneries","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolates', 'en:milk-chocolates', 'en:filled-chocolates', 'en:filled-milk-chocolates']",Milka,100 g,"['en:sugar', 'en:vegetable-oil', 'en:cocoa-butter', 'en:whey-powder', 'en:skimmed-milk-powder', 'en:wheat-flour', 'en:cocoa-paste', 'en:milkfat', 'ro:lapte-praf-cu-conținut-ridicat-de-grăsime', 'en:fat-reduced-cocoa', 'ro:emulsificatori', 'ro:pastă-de-alune', 'en:glucose-fructose-syrup', 'en:wheat-starch', 'ro:agenți-de-afânare', 'en:salt', 'en:flavouring', 'en:palm', 'ro:din-lapte', 'en:soya-lecithin', 'ro:lecitină-din-floarea-soarelui', 'en:e501', 'en:e503', 'en:e500']","sugar, vegetable oil (palm), cocoa butter, whey powder (from milk), skimmed milk powder, wheat flour, cocoa mass, milk fat, milk milk powder, milk powder with high fat content (2.0%), low-fat cocoa (0.8%), emulsifiers (soy lecithin, sunflower lecithin), hazelnut paste, glucose-fructose syrup, wheat starch, aeration agents (e501,  e503, e500), salt, flavors,","Hong Kong, Romania, en:bulgaria",,,,,,,,,56.0,g,555.0,kcal,2322.0,kcal,34.0,g,0.0,g,0.0,4.0,32.0,5.4,g,0.5,g,19.0,g,0.2,g,49.0,g,,
1222,7622210287021,"['and', 'bitsa', 'cadbury', 'candie', 'chocolate', 'cocoa', 'confectionerie', 'it', 'product', 'snack', 'sweet', 'wispa']",,Bitsa Wispa,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies']",Cadbury,,"['en:milk', 'en:sugar', 'en:cocoa-butter', 'en:kocoa-mass', 'en:vegetable-fat', 'en:emulsifier', 'en:flavouring', 'en:solids', 'en:cocoa-solids', 'en:contains-vegetable-fats-in-addition-to-cocoa-butter', 'en:palm', 'en:shea-butter', 'en:e442']","milk, sugar, cocoa butter, kocoa mass, vegetable fats (palm, shea), emulsifier (e442), flavourings, may contain nuts, milk solids 14 % minimum, cocoa solids 25 % minimum, contains vegetable fats in addition to cocoa butter,","France, United Kingdom",,,,,,,,,57.1,g,543.0,kcal,2270.0,kJ,32.2,g,2.45,g,0.0,4.0,32.0,6.53,g,0.255,g,23.7,g,0.102,g,53.1,g,2270.0,kJ
1223,7622210313218,"['and', 'association', 'beverage', 'black', 'breakfast', 'chocolate', 'cocoa', 'drink', 'eu', 'fair', 'fairtrade', 'green', 'instant', 'international', 'it', 'non-alcoholic', 'organic', 'powder', 'preparation', 'product', 'soil', 'sweetened', 'trade']",,Green & Black'S Organic Chocolate Drink,"Beverages, Breakfasts, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate powders, Sweetened beverages, en:chocolates, Beverages and beverages preparations, Non-alcoholic beverages","['en:beverages-and-beverages-preparations', 'en:beverages', 'en:snacks', 'en:breakfasts', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:beverage-preparations', 'en:chocolates', 'en:cocoa-and-chocolate-powders', 'en:instant-beverages', 'en:non-alcoholic-beverages', 'en:instant-chocolate-powders', 'en:sweetened-beverages']",Green & Black’s,300 g e,"['en:sugar', 'en:fat-reduced-cocoa-powder', 'en:dark-chocolate', 'en:certified-organiccocoa', 'en:sugar', 'en:vanilla', 'en:total', 'en:visit-www-info-fairtrade-netmay-contain-nuts', 'en:milk', 'en:sugar', 'en:tapioca', 'en:cocoa-powder', 'en:acidity-regulator', 'en:cocoa-paste', 'en:unrefined-cane-sugar', 'en:cocoa-butter', 'en:emulsifier', 'en:vanilla-extract', 'en:cocoa-solids', 'en:traded-in-compliance-with-fairtrade-standards', 'en:e501i', 'en:soya-lecithin']","Sugar # (Sugar #, Tapioca Starch #), Fat-Reduced Cocoa Powder # (31%) (Cocoa Powder #, Acidity Regulator (Potassium Carbonate)), Dark Chocolate # (11%) (Cocoa Mass #, Raw Cane Sugar #, Cocoa Butter #, Emulsifier (Soya Lecithin), Vanilla Extract #. Minimum Cocoa Solids 60%).# = Certified Organiccocoa, Sugar, Vanilla: Traded In Compliance With Fairtrade Standards, Total 96%. Visit Www.Info.Fairtrade.Netmay Contain Nuts, Milk.","France, Netherlands, en:united-kingdom, World",,,,,60.0,g,,,67.0,g,395.0,kcal,1655.0,kJ,7.5,g,12.0,g,0.0,4.0,,8.6,g,0.01,g,4.6,g,0.004,g,61.0,g,1655.0,kJ
1224,7622210839442,"['and', 'biscuit', 'cake', 'chocolate', 'cocoa', 'cracker', 'filled', 'international', 'life', 'mondelez', 'oreo', 'snack', 'sweet']",,OREO,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Chocolate biscuits, Filled biscuits","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:chocolate-biscuits', 'en:filled-biscuits']",Mondelez International,150g,"['en:wheat-nour', 'en:sugar', 'en:palm-oil', 'en:rainseed-oil', 'en:fatreduced-cocoa-powder', 'en:wheat-starch', 'en:g-onates', 'en:e501', 'en:sodium-rbonates', 'en:salt', 'en:emulsifier', 'en:flavougngs', 'en:acidity-regularo-sodium-hydroxide', 'en:spiruli-extract', 'en:red-powder-extract', 'en:red-cabbage', 'en:e100', 'en:ma-ner-cremefullung-29-mit-karamellgeschmack-und-bunter-dekoration', 'en:zutat-izemehl', 'en:zucker', 'en:palmol', 'en:rap', 'en:fettarmes-kakaopulver', 'en:weizetsstarke', 'en:glukosefruktosesinup-arbonate', 'en:natriumcarbonate', 'en:speisesalz', 'en:sojalecithine-ulsifier', 'en:aroma-n', 'en:saureegulator-natriuumydro', 'en:spirulinaext-akt', 'en:retti-trakt', 'en:rotkohlextrakt', 'en:turmeric-extrals-malch-enalten', 'en:ku-caramelote-29-and-coloured-pts', 'en:ingredients', 'en:sugar', 'en:palm-oil', 'en:rapeseed-oil', 'en:fat-reduced-kae-ao-powder4', 'en:wheat-starch', 'en:aman-head-syrup', 'en:e501', 'en:e500', 'en:salt', 'en:emulsifier', 'en:flavouring', 'en:acidity-regulator', 'en:spirulina-concentrate', 'en:zizodkiewiczi-surkt', 'en:red-cabbage', 'en:kurnyma-extract', 'en:ii-cu-cu-cono-umpleti-29-with-caramel-and-fulgieolorate-crema', 'en:ingredients', 'en:sugar', 'en:palm-oil', 'en:rapeseed-oil', 'en:lowfat-cocoa-4', 'en:grau-starch', 'en:s-anare-ammonium-carbonate', 'en:e501i', 'en:e500', 'en:salt', 'en:emulsifier', 'en:flavouring', 'en:acidity-corrector-sodium', 'en:red-radish', 'en:vrosia-extract-ertra-apte-sterek-ellizu-tolteekkel-29-toltott-kakaos-keksz-szines-dekoracios-pelyhekkel', 'en:osszetevőks-buzalisz-cukor', 'en:palmaolai', 'en:repceolai', 'en:zsirszegeny-kakaopor-43-buzakeme-dea-l-u-c-he-kuma-kivonat', 'en:tartalmazhat-tejet', 'en:soya-lecithin', 'en:shenna-flour', 'en:soya-lecithin', 'en:e524', 'en:great-flour', 'en:soya-lecithin']","wheat nour, sugar, palm oil, rainseed oil, fatreduced cocoa powder43%, wheat starch, g onates, potassium carbonates, sodium rbonates, salt, emulsifier soya lecithins, flavougngs, acidity regularo sodium hydroxide, spiruli extract, red powder extract, red cabbage extract, turmeric extract, ma ner cremefüllung 29% mit karamellgeschmack und bunter dekoration 04%, zutat izemehl, zucker, palmöl, rap, fettarmes kakaopulver 4,3%, weizetsstärke,   glukosefruktosesinup arbonate, natriumcarbonate, speisesalz, sojalecithine ulsifier, aroma n, säureegulator natriuumydro, spirulinaext akt, retti trakt, rotkohlextrakt, turmeric extrals malch enalten, ku caramelote 29 % and coloured pts 0,14%, ingredients: shenna flour, sugar, palm oil, rapeseed oil, fat-reduced kae ao powder4, 3 %, wheat starch, aman head syrup, potassium carbonates, sodium carbonates, salt, emulsifier soy lecithins,  flavourings, acidity regulator sodium hydroxide,  spirulina extract, zizodkiewiczi surkt, red cabbage extract, kurnyma extract, ii cu cu cono umpleti 29 % with carámel and fulgieolorate crema 0,14%, ingredients: great flour, sugar, palm oil, rapeseed oil, lowfat cocoa 4, 3 %, grau starch, s anare ammonium carbonate, potassium carbonate, sodium carbonates, salt, emulsifier soia lecithin, flavors,  acidity corrector sodium, red radish extract, vrosia extract ertra apte sterek ellizu tölteékkel 29% töltött kakaós keksz színes dekorációs pelyhekkel 0,14 %, összetevőks búzalisz cukor, pálmaolai, repceolai, zsírszegény kakaópor 43 % buzakeme dea l u c he kuma kivonat, tartalmazhat tejet,","Germany, en:romania",,,,,,,,,68.0,g,479.0,kcal,2004.0,kcal,20.0,g,3.2,g,0.00152587890625,4.0,22.0,5.2,g,0.8,g,5.4,g,0.32,g,37.0,g,,
1225,7622300735838,"['and', 'bar', 'cadbury', 'candie', 'chocolate', 'cocoa', 'confectionerie', 'dairy', 'it', 'milk', 'product', 'snack', 'sweet']",Chocolate bar,Dairy milk chocolate bar,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Chocolates, Milk chocolates","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies', 'en:chocolates', 'en:milk-chocolates']",Cadbury,200 g,"['en:milk', 'en:sugar', 'en:cocoa-butter', 'en:cocoa-paste', 'en:vegetable-fat', 'en:emulsifier', 'en:flavouring', 'en:actual', 'en:cocoa-solids', 'en:contains-vegetable-fats-in-addition-to-cocoa-butter', 'en:palm', 'en:shea-butter', 'en:e442', 'en:e476']","Milk**,  Sugar,  Cocoa Butter,  Cocoa Mass,  Vegetable Fats (Palm,  Shea),  Emulsifiers (E442,  E476),  Flavourings,  Actual 23%, Cocoa Solids 20% Minimum, Contains Vegetable Fats In Addition To Cocoa Butter,  May Contain Nuts,  Wheat,","France, Hungary, Ireland, Spain, United States, en:united-kingdom",,,,,,,,,56.0,g,528.0,kcal,2209.0,kcal,30.0,g,2.1,g,0.0,4.0,31.0,7.3,g,0.2,g,18.0,g,0.08,g,56.0,g,,
1226,8000500061626,"['and', 'au', 'avec', 'batonnet', 'chocolat', 'chocolate', 'cocoa', 'confectionerie', 'confectionery', 'dairy', 'ferrero', 'filling', 'fourrage', 'it', 'kinder', 'lait', 'product', 'snack', 'superieur', 'triman', 'vegetarien', 'with']",,Kinder Chocolat - 4 batônnets,"Snacks,Cocoa and its products,Confectioneries,Chocolate confectionery with dairy filling","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:bars', 'en:chocolate-candies', 'en:candy-chocolate-bars', 'en:chocolate-confectionery-with-dairy-filling']","Ferrero, Kinder",50 g,"['de:feine-milchschokolade', 'en:sugar', 'en:skimmed-milk-powder', 'en:palm-oil', 'en:butterfat', 'en:emulsifier', 'en:vanillin', 'en:sugar', 'en:milk-powder', 'en:cocoa-butter', 'en:cocoa-paste', 'en:emulsifier', 'en:vanillin', 'en:e322', 'en:e322']","higher milk chocolate 40% (sugar, milk powder, cocoa butter, cocoa paste, emulsifiers: lecithins [soy], vanillin), sugar, skim milk powder, palm oil, concentrated butter, emulsifiers: lecithins [soy], vanillin,",France,Casino,,,,,,,,53.5,g,566.0,kcal,2360.0,kJ,35.0,g,,,0.0,4.0,33.0,8.7,g,0.313,g,22.6,g,0.1252,g,53.3,g,2360.0,kJ
1227,8000500273449,"['and', 'bar', 'big', 'bueno', 'candie', 'candy', 'chocolate', 'cocoa', 'confectionerie', 'cookie', 'ferrero', 'it', 'kinder', 'nut', 'pack', 'product', 'snack', 'sweet']",,Kinder Bueno Big Pack,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bars,Candy chocolate bars,Chocolate nuts cookie bars","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies', 'en:bars', 'en:candy-chocolate-bars', 'en:chocolate-nuts-cookie-bars']","Kinder, Ferrero","215 g (10 x 21,5 g)","['en:milchschokolade', 'en:sugar', 'en:palm-oil', 'en:weizenmehl', 'en:haselnusse', 'en:magermilchpulver', 'en:full-milch-pulver', 'en:semi-bitter-chocolate', 'en:fat-reduced-cocoa', 'en:emulsifier', 'en:raising-agent', 'en:e503ii', 'en:sugar', 'en:cocoa-butter', 'en:cocoa-paste', 'en:magermilchpulver', 'en:butterreinfett-emulsifier-lecithins', 'en:vanillin', 'en:sugar', 'en:cocoa-paste', 'en:cocoa-butter-emulsifier-lecithins', 'en:vanillin', 'en:e322', 'en:e500ii']","milchschokolade 31,5% (sugar, cocoa butter, cocoa mass, magermilchpulver, butterreinfett emulsifier lecithins (soja), vanillin), sugar, palm oil, weizenmehl, haselnüsse (10,8%), magermilchpulver (8,5%), full milch pulver (5,5% ), semi-bitter chocolate 1,5% (sugar, cocoa mass, cocoa butter emulsifier lecithins (soja), vanillin), low-fat cocoa, emulsifier lecithins (soja), raising agent: sodium bicarbonate, ammonium bicarbonate,",Germany,,,,,,,,,49.5,g,572.0,kcal,2384.0,kJ,37.3,g,,,0.0,4.0,30.0,8.6,g,0.272,g,17.3,g,0.1088,g,41.2,g,2384.0,kJ
1228,87124903,"['agricultura', 'alianza', 'aromatizada', 'bebida', 'bosque', 'bélgica', 'certificado', 'certified', 'chocolate', 'chocomel', 'cocoa', 'de', 'fsc', 'kakao', 'leche', 'láctea', 'lácteo', 'mixto', 'nutricia', 'para', 'preparacione', 'punto', 'schokoladengetränk', 'sustentable', 'utz', 'verde']",,Chocomel Kakao,"Bebidas y preparaciones de bebidas,Bebidas,Lácteos,Bebida lácteas,Leches aromatizadas,Leches de chocolate,de:Schokoladengetränk","['en:beverages-and-beverages-preparations', 'en:beverages', 'en:dairies', 'en:dairy-drinks', 'en:flavoured-milks', 'en:chocolate-milks', 'de:Schokoladengetränk']","Chocomel,Nutricia",1l,"['en:skimmed-milk', 'en:whole-milk', 'en:whey-product', 'en:chocolate-powder', 'en:sugar', 'en:stabiliser', 'en:flavouring', 'en:sugar', 'en:cocoa', 'en:e407']","whole milk, low-fat milk, whey product, sugar, cocoa (1.7%), stabiliser carrageenan, flavouring,",Alemania,"Kaufland,Edeka,REWE",,,,,,,,10.0,g,70.0,kcal,294.0,kJ,1.6,g,,,0.0,4.0,7.0,3.3,g,0.12,g,1.0,g,0.048,g,9.8,g,294.0,kJ
1229,9300698000216,"['and', 'breakfast', 'chocolate', 'cocoa', 'ferrero', 'hazelnut', 'no-gluten', 'nutella', 'pate', 'spread', 'sweet', 'tartiner', 'verified']",,nutella,"Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads","['en:breakfasts', 'en:spreads', 'en:sweet-spreads', 'fr:pates-a-tartiner', 'en:hazelnut-spreads', 'en:chocolate-spreads', 'en:cocoa-and-hazelnuts-spreads']",Ferrero,400 g,"['en:sugar', 'en:vegetable-oil', 'en:hazelnut', 'en:skimmed-milk-powder', 'en:fat-reduced-cocoa-powder', 'en:emulsifier', 'en:flavouring', 'en:total-milk-solids', 'en:total-cocoa-solids', 'en:palm-oil', 'en:e322', 'en:vanillin-flavour']","sugar, vegetable oil (palm*), hazelnuts (13%), skim milk powder (8,7%), fat-reduced cocoa powder (7,4%) emulsifier (lecithins) (soy), flavouring (vanillin), total milk solids: 8,7%, total cocoa solids: 7,4%, *sustainable and segregated certified palm oil contains hazelnuts, milk, soy","Australia,France,New Zealand","Woolworths,Coles",,,,,,,,57.3,g,529.0,kcal,2210.0,kJ,30.7,g,,,13.0,4.0,31.0,6.0,g,0.1,g,10.7,g,0.04,g,57.3,g,2210.0,kJ
1230,5601312047834,"['70', '9001', 'acucare', 'adicionado', 'adocante', 'alliance', 'amarelo', 'amargo', 'azul', 'cacau', 'chocolate', 'cocoa', 'com', 'comida', 'consumo', 'contem', 'continente', 'dark', 'de', 'derivado', 'doce', 'ecoponto', 'efeito', 'excessivo', 'fenilalanina', 'fonte', 'iso', 'lanche', 'laxante', 'negro', 'pode', 'ponto', 'rainforest', 'sem', 'sweetener', 'ter', 'uma', 'verde', 'with']",,Chocolate Negro 70% Cacau,"Lanches comida,Lanches doces,Cacau e derivados,Chocolates,en:Chocolates with sweeteners,Chocolates amargos,en:Dark chocolates with sweeteners","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:chocolates-with-sweeteners', 'en:dark-chocolates', 'en:dark-chocolates-with-sweeteners']",Continente,100 g,"['en:cocoa-paste', 'pt:edulcorantes', 'en:fiber', 'en:cocoa-butter', 'en:emulsifier', 'en:flavouring', 'en:e965', 'en:e951', 'en:soya-lecithin']",,Portugal,Continente,,,,70.0,g,,,25.0,g,550.0,kcal,2268.0,kJ,43.0,g,26.0,g,0.0,4.0,11.0,10.0,g,0.02,g,26.0,g,0.008,g,2.0,g,2268.0,kJ
1231,0056600004269,"['100', 'and', 'cacao', 'chocolate', 'cocoa', 'hershey', 'imported', 'it', 'kosher', 'natural', 'powder', 'product']",,Natural Cacao,"Cocoa and its products, Cocoa and chocolate powders, Cocoa powders","['en:cocoa-and-its-products', 'en:cocoa-and-chocolate-powders', 'en:cocoa-powders']",Hershey's,226 g,['en:cocoa-powder'],cocoa powder,United States,,,,,,,,,,g,,kcal,,kcal,,g,,g,0.0,1.0,,,g,,g,,g,,g,,g,,
1232,5018374352910,"['alliance', 'chocolate', 'cocoa', 'cooking', 'dark', 'rainforest', 'tesco']",,Dark Cooking Chocolate,Dark chocolates,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",Tesco,,"['en:cocoa-paste', 'en:sugar', 'en:milkfat', 'en:cocoa-butter', 'en:emulsifier', 'en:dark-chocolate', 'en:soya-lecithin', 'en:cocoa-solids']","Cocoa Mass, Sugar, Milk Fat, Cocoa Butter, Emulsifier (Soya Lecithins). Dark Chocolate contains: Cocoa solids 54% minimum.","France, en:united-kingdom",Tesco,,,,54.0,g,,,54.3,g,538.0,kcal,2251.0,kcal,31.5,g,4.4,g,0.0,4.0,26.0,7.2,g,0.05,g,19.2,g,0.02,g,43.7,g,,
1233,8017596012265,"['and', 'certified', 'chocolate', 'cocoa', 'dark', 'dolciando', 'eurospin', 'farming', 'it', 'product', 'snack', 'sustainable', 'sweet', 'temna', 'utz', 'čokolada']",,Temna čokolada,"en:Snacks, en:Sweet snacks, en:Cocoa and its products, en:Chocolates, en:Dark chocolates, Čokolada","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'sl:Čokolada']","Dolciando, Eurospin",500g,"['sl:temna-čokolada', 'sl:sestavine', 'sl:kakavova-masa', 'en:cocoa-butter', 'sl:emulgatorji', 'sl:naravna-aroma-vanilje', 'sl:utz-certifikat', 'sl:ki-vsebujejo-gluten', 'sl:mleka-in-oreškov', 'sl:kakavovi-deli', 'en:sugar', 'en:e322', 'sl:najmanj']","dark chocolate (cocoa parts: at least 50%) ingredients: sugar, cocoa mass, cocoa butter, emulsifiers: lecithins (soybeans), natural vanilla flavor, 

*utz certificate,

may contain traces of cereals containing gluten, milk and nuts,","France, Italy, Slovenia, en:ukraine",Eurospin,"Italija,",,,,,,,52.0,g,519.0,kcal,2171.0,kcal,30.0,g,8.0,g,0.0,4.0,25.0,7.0,g,0.06,g,19.0,g,0.024,g,49.0,g,,
1234,7612100555606,"['butter', 'choc', 'chocolate', 'cocoa', 'gluten', 'hot', 'no', 'option', 'pure', 'vegetarian', 'white']",,White Choc,Hot chocolate,['en:Hot chocolate'],Options,220g,"['en:whey-permeate-powder', 'en:dehydrated-glucose-syrup', 'en:coconut-oil', 'en:sugar', 'en:white-chocolate', 'en:skimmed-milk-powder', 'en:salt', 'en:thickener', 'en:flavouring', 'en:stabiliser', 'en:sweetener', 'en:milk-proteins', 'en:emulsifier', 'en:7-anti-caking-agent', 'en:colour', 'en:sugar', 'en:cocoa-butter', 'en:whole-milk-powder', 'en:skimmed-milk-powder', 'en:e415', 'en:e340ii', 'en:3-e452i', 'en:e951', 'en:e471', 'en:e472e', 'en:e551', 'en:e160a']","milk permeate powder, dried glucose syrup, coconut oil, sugar, white chocolate 4% (sugar, cocoa butter, whole milk powder, skimmed milk powder), skimmed milk powder, salt, thickener (xanthan gum), flavouring, stabilisers (e340ii, 3 e452i), sweetener (aspartame), milk proteins, emulsifiers (e471, e472e), 7 anti-caking agent (e551), colour (e160a)","France, en:united-kingdom",,,,,,,,,77.0,g,398.0,kcal,1660.0,kcal,8.2,g,,,0.0,4.0,39.0,3.3,g,2.7,g,7.9,g,1.08,g,55.0,g,,
